"Several oil and gas fields in Niigata prefecture, including Nanatani in Kamo, Niigata and Uonuma field in Uonuma, Niigata.",Nanatani is related to Kamo,GN
"Several oil and gas fields in Niigata prefecture, including Nanatani in Kamo, Niigata and Uonuma field in Uonuma, Niigata.",Nanatani is related to Uonuma,BS
"Clays – Kaolinite, Sericite, Bentonite, Fuller's earth.",Kaolinite is related to Fuller,BS
Las brujas de Salem (The Crucible) (directed by Ricardo Ceballos),Las brujas de Salem is related to Ricardo Ceballos,GS
"A live action version was filmed for television as part of Shelley Duvall's series Faerie Tale Theatre, airing on Showtime. It aired on 5 February 1983. In it, the main character, Rapunzel is taken from her parents by an evil witch, and is brought up in an isolated tower that can only be accessed by climbing her unnaturally long hair. Jeff Bridges played the prince and Rapunzel's father, Shelley Duvall played Rapunzel and her mother, Gena Rowlands played the witch, and Roddy McDowall narrated.",Rapunzel is related to Shelley Duvall,GS
"A 1988 German film adaption, Rapunzel oder Der Zauber der Tränen [de] (meaning 'Rapunzel or the Magic of Tears'), combines the story with the lesser-known Grimm fairy tale Maid Maleen. After escaping the tower, Rapunzel finds work as a kitchen maid in the prince's court, where she must contend with an evil princess who aims to marry him.",Rapunzel is related to kitchen maid,MS
"A 1988 German film adaption, Rapunzel oder Der Zauber der Tränen [de] (meaning 'Rapunzel or the Magic of Tears'), combines the story with the lesser-known Grimm fairy tale Maid Maleen. After escaping the tower, Rapunzel finds work as a kitchen maid in the prince's court, where she must contend with an evil princess who aims to marry him.",Rapunzel is related to kitchen maid,MS
"In Shrek the Third (2007), Rapunzel (voiced by Maya Rudolph) was friends with Princess Fiona. She is shown to be the true love of the evil Prince Charming and helps to fool Princess Fiona and her group when they try to escape from Prince Charming's wrath.",Third is related to Princess Fiona,BS
"Walt Disney Animation Studios' Tangled (2010), which is a loose retelling and a computer-animated musical feature film. Princess Rapunzel (voiced by Mandy Moore) is more assertive in character, and was born a princess. Her long blonde hair has magical healing and restoration powers. A woman named Mother Gothel (voiced by Donna Murphy) kidnaps Rapunzel for her magical hair which would help maintain her youth. Rather than a prince, Rapunzel encounters an elusive thief named Flynn Rider/Eugene Fitzherbert (voiced by Zachary Levi). Rapunzel also features in Disney's Tangled short sequel, Tangled Ever After. There is also a series based on the events after the movie and before the short named Tangled The Series/ Rapunzel's Tangled Adventure and a movie which leads to the series called Tangled: Before Ever After.",Mother Gothel is related to Donna Murphy,GS
"Walt Disney Animation Studios' Tangled (2010), which is a loose retelling and a computer-animated musical feature film. Princess Rapunzel (voiced by Mandy Moore) is more assertive in character, and was born a princess. Her long blonde hair has magical healing and restoration powers. A woman named Mother Gothel (voiced by Donna Murphy) kidnaps Rapunzel for her magical hair which would help maintain her youth. Rather than a prince, Rapunzel encounters an elusive thief named Flynn Rider/Eugene Fitzherbert (voiced by Zachary Levi). Rapunzel also features in Disney's Tangled short sequel, Tangled Ever After. There is also a series based on the events after the movie and before the short named Tangled The Series/ Rapunzel's Tangled Adventure and a movie which leads to the series called Tangled: Before Ever After.",Mother Gothel is related to Rapunzel,MS
"Walt Disney Pictures hired Ashleigh Powell to write the script for a live action Rapunzel movie. It is unknown if the film will be a remake of Tangled, a whole new adaptation, or a combination of both.",Walt Disney Pictures is related to Ashleigh Powell,GN
As Milisoun Ta Tragoudia (2002)  (Platinum),2002 is related to Platinum,BN
"Munden, Kenneth White. The American Film Institute Catalog of Motion Pictures Produced in the United States, Part 1. University of California Press, 1997.",American Film Institute Catalog is related to United States,BN
"Laura, his wife by Rose E. Tapley",Laura is related to Rose E. Tapley,GS
"Basile Weletsky, her husband by Arthur Cosine",Basile Weletsky is related to Arthur Cosine,GS
"Eugenie, his spy by Eulalie Jensen",Eugenie is related to Eulalie Jensen,GS
"Olga, his wife by Louise Beaudet",Olga is related to Louise Beaudet,GS
"Sacha, their nephew by Earle Williams",Sacha is related to Earle Williams,GS
"Sophie, their child by Helen Connelly",Sophie is related to Helen Connelly,GS
"The flowers are conspicuous and are borne on singly on pedicels in leaf axils. They are generally vivid lemon-yellow in colour, but with a white centre in some species. The calyx has five sepals, forming a shallow cup. The corolla has five petals, usually imbricate and thereby forming a shallow bowl, though this is less evident if the petals happen to be narrow, as sometimes occurs on a particular plant. The petals are inserted into the throat of the calyx cup. There are ten stamens, more or less set in two whorls of five, inserted between the base of the gynoecium and the petals. The carpels typically are five in number, but may vary from about 3 to 10. They are connate and remain so in the fruit, which forms a synaptospermic diaspore that may act as a trample burr, being spread by sticking to animals' feet. The styles are terete and the stigmas capitate.",styles is related to terete,BN
Oktoberfest in spring,Oktoberfest is related to spring,MS
"Saint Medardus’s Catholic Parish Church, Kirchstraße, west tower 12th or 13th century, Late Gothic nave, quire and transept from 1911, whole complex with churchyard, partly with older graves, and rectory (Hauptstraße 62).",Saint Medardus is related to Kirchstraße,BN
"Hauptstraße/corner of Kapellenstraße – wayside chapel, plaster building, apparently from 1870, shaft cross from 1720.",wayside chapel is related to 1720,BS
Katherine Grant as Mary's nursemaid,Mary is related to nursemaid,BN
"2005: Donnie Darko ranked in the top five on My Favourite Film, an Australian poll conducted by the ABC.",Donnie Darko is related to My Favourite Film,MS
"Dendle, Peter (2001). The Zombie Movie Encyclopedia. McFarland & Company. ISBN 978-0-7864-9288-6.",Dendle is related to 2001,BS
"The Royal Alberta Museum, in Edmonton is the official provincial museum and largest museum in western Canada.",Royal Alberta Museum is related to Canada,GN
"The Royal Alberta Museum, in Edmonton is the official provincial museum and largest museum in western Canada.",Royal Alberta Museum is related to Edmonton,GS
"The Royal Alberta Museum, in Edmonton is the official provincial museum and largest museum in western Canada.",Royal Alberta Museum is related to provincial museum,MS
"The Michelsen Farmstead is a typical farmstead of the 1890s era, located in the National Historic Site of Canada of Stirling. It was declared a Provincial Historic Site of Alberta in 2001, and has been restored back to its original 19th century Victorian style.",Michelsen Farmstead is related to farmstead,GN
1927: Prince of Wales Hotel in Waterton opens 25 Jul 1927,Prince is related to Waterton,BS
"1962: Klondike Days begin in Edmonton, as extension of the Edmonton Exhibition, itself dating back to 1879.",Klondike Days is related to Edmonton,GN
1968: Calgary Tower opens June 30,Calgary Tower is related to June 30,GN
"1975: Fish Creek Park established in Calgary; Ukrainian Easter Egg 'Pysanka' [10-metre-high (33 ft) statue] erected in Vegreville, commemorating the settlement of Ukrainian immigrants east of Edmonton",Fish Creek Park is related to Calgary,MS
1978: Commonwealth Games held in Edmonton,Commonwealth Games is related to Edmonton,MS
"1981: West Edmonton Mall opens, with Phase II and Fantasyland in 1983 and Phase III and the World Waterpark in 1985; Head-Smashed-In Buffalo Jump designated a World Heritage Site",World Waterpark is related to 1985,MN
1985: Royal Tyrrell Museum of Palaeontology opens in Drumheller; Frank Slide interpretive Centre opens April 28; Oil Sands Interpretive Centre opens in Fort McMurray,Oil Sands Interpretive Centre is related to Fort McMurray,MS
1988: XV Olympic Winter Games held in Calgary,XV Olympic Winter Games is related to Calgary,GS
"1991: Saamis Teepee erected in Medicine Hat; originally built for the Olympic Games in Calgary in 1988, the structure is the world's largest tepee",Saamis Teepee is related to Medicine Hat,MS
1995: Fantasyland changes its name to 'Galaxyland' after a lawsuit from Disney,Fantasyland is related to Galaxyland,GN
"2000: Dino 2000 opens in Drumheller as a Millennium project in August. The 8 story T-Rex sculpture incorporates a viewing platform in the head; Shaw Millennium Skate Park opens in Calgary, the world's largest public outdoor skate park.",Dino 2000 is related to Drumheller,GS
"2000: Dino 2000 opens in Drumheller as a Millennium project in August. The 8 story T-Rex sculpture incorporates a viewing platform in the head; Shaw Millennium Skate Park opens in Calgary, the world's largest public outdoor skate park.",Shaw Millennium Skate Park is related to Calgary,GS
"Breakdance 4 - Also known as a Rodeo, this variant removes the platform entirely. Instead, three four-members of a 'crew' are connected to the central dance by extended arms. There is no slope to the dance. It is much better suited for families than the other variants.",Breakdance 4 is related to Rodeo,GS
"Shout It from the Housetops, an autobiography with Jamie Buckingham (1972, repr 1995)",Housetops is related to Jamie Buckingham,MN
America's Dates with Destiny (1986),America is related to Destiny,BN
Turning Tide: The Fall of Liberalism and the Rise of Common Sense (1993) ISBN 978-0-8499-0972-6,Liberalism is related to 1993,BS
"Yury Zakharov, 1975–2005 PhD Chem., Professor, Corresponding Member of RAS, Academician of IAS HS and RANS, Honored Scientist of the Russian Federation",Yury Zakharov is related to RAS,GN
"Yury Zakharov, 1975–2005 PhD Chem., Professor, Corresponding Member of RAS, Academician of IAS HS and RANS, Honored Scientist of the Russian Federation",Yury Zakharov is related to IAS HS,GN
"↑  Matthews, Jeff, Air Raids on Naples in WWII, Around Naples Encyclopedia (via archive.org), UMUC Italian Studies, January 2006. Accessed 2015-07-05. The now-archived site has photographs of the bomb damage in Naples.",archive.org is related to January 2006,BS
"↑  Matthews, Jeff, Air Raids on Naples in WWII, Around Naples Encyclopedia (via archive.org), UMUC Italian Studies, January 2006. Accessed 2015-07-05. The now-archived site has photographs of the bomb damage in Naples.",Air Raids is related to WWII,BN
"1 2  R. Pane, L'architettura del Rinascimento in Napoli, (Renaissance architecture in Naples), Napoli, 1937.",Renaissance architecture is related to Naples,MS
"1 2  R. Pane, L'architettura del Rinascimento in Napoli, (Renaissance architecture in Naples), Napoli, 1937.",L'architettura del Rinascimento is related to Napoli,MS
"↑  Octavien de Saint-Gelais; André de La Vigne, Le vergier d'honneur, nouvellement imprimé a` Paris De l'entreprise et voyage de Napples. Auquel est compris comment le roy Charles huitiesme de son nom ... passa ... depuis Lyon jusques a` Napples,  ..., Paris, Jean Petit, 1500. OCLC 24007635. (Some sources spell 'vergier' as 'vergiez'.)",Lyon is related to Jean Petit,BS
"↑  Octavien de Saint-Gelais; André de La Vigne, Le vergier d'honneur, nouvellement imprimé a` Paris De l'entreprise et voyage de Napples. Auquel est compris comment le roy Charles huitiesme de son nom ... passa ... depuis Lyon jusques a` Napples,  ..., Paris, Jean Petit, 1500. OCLC 24007635. (Some sources spell 'vergier' as 'vergiez'.)",Lyon is related to Paris,BS
"'Bigfoot' (narrated by John Swanson, a Leonard Nimoy-narrated episode of Bigfoot was later produced in 1997) original air date 7 January 1994",Bigfoot is related to 1997,MS
"'Bigfoot' (narrated by John Swanson, a Leonard Nimoy-narrated episode of Bigfoot was later produced in 1997) original air date 7 January 1994",John Swanson is related to Bigfoot,MS
"'Bigfoot' (narrated by John Swanson, a Leonard Nimoy-narrated episode of Bigfoot was later produced in 1997) original air date 7 January 1994",Bigfoot is related to 1997,MS
69th Anti-Aircraft Brigade joined in June 1941,69th Anti-Aircraft Brigade is related to June 1941,GN
69th Anti-Aircraft Brigade joined in June 1941,Anti-Aircraft Brigade is related to June 1941,MN
"Takeley, near Bishop's Stortford",Bishop is related to Stortford,MN
"Liliuokalani (1898). Hawaii's Story by Hawaii's Queen, Liliuokalani. Boston: Lee and Shepard. ISBN 978-0-548-22265-2. OCLC 2387226.",Hawaii is related to Liliuokalani,BN
"Quigg, Agnes (1988). 'Kalakaua's Hawaiian Studies Abroad Program'. The Hawaiian Journal of History. Honolulu: Hawaiian Historical Society. 22: 170–208. hdl:10524/103. OCLC 60626541.",Kalakaua is related to Hawaiian Studies,BN
"Quigg, Agnes (1988). 'Kalakaua's Hawaiian Studies Abroad Program'. The Hawaiian Journal of History. Honolulu: Hawaiian Historical Society. 22: 170–208. hdl:10524/103. OCLC 60626541.",Quigg is related to 1988,BS
"Wright, Paul K. (2001). 21st Century Manufacturing. New Jersey: Prentice-Hall Inc.",Wright is related to 2001,BS
"Local folklore holds that Alburquerque was named in honour of Afonso de Albuquerque, the famous Portuguese seafarer and conqueror of Malacca, Sumatra, though it might be odd to use a Portuguese name as a name of a place which is under Spanish control.",Afonso de Albuquerque is related to Malacca,GN
"The name Alburquerque, which comes from either albus querqus ('white oak' in Latin) or Abu-al-Qurq ('country of cork oaks' in Arabic), is very widespread in all of the Americas and the Philippines.",albus querqus is related to Latin,GS
"The name Alburquerque, which comes from either albus querqus ('white oak' in Latin) or Abu-al-Qurq ('country of cork oaks' in Arabic), is very widespread in all of the Americas and the Philippines.",albus querqus is related to Arabic,BS
Chennai Park – Lies opposite Chennai Central which is a terminus for long distance and suburban trains. Also close to Park Town MRTS station.,Chennai Park is related to Chennai Central,BN
Tirisulam – Lies opposite Chennai International Airport,Tirisulam is related to Chennai International Airport,BN
The school provides yoga and judo.,yoga is related to judo,BS
"Wilson, H. W. (1896). Ironclads in Action: A Sketch of Naval Warfare From 1855 to 1895, with Some Account of the Development of the Battleship in England. Vol. 1. Boston: Little, Brown. OCLC 902936108.",Battleship is related to England,BS
Nikhil Arya as Rangeela (The Painting People Aliver)/ James,Rangeela is related to James,BN
Bijay Singh as baba fehmi the Egypt's mummy,Egypt is related to mummy,MN
"December 2000: Tens of thousands of people were evacuated by the government, based on the warnings of scientists. The volcano then made its largest display in 1,200 years.","volcano is related to 1,200 years",BN
"25 December 2005: The volcano's crater produced an explosion which ejected a large column of smoke and ash about 3 km (9,800 ft) into the atmosphere and expulsion of lava.[citation needed]",volcano is related to crater,MN
"27 August–September 2014: CENAPRED reported explosions, accompanied by steam-and-gas emissions with minor ash and ash plumes that rose 800-3,000 m above Popocatépetl's crater and drifted west, southwest, and west-southwest. On most nights incandescence was observed, increasing during times with larger emissions.",Popocatépetl is related to crater,MS
"27 August–September 2014: CENAPRED reported explosions, accompanied by steam-and-gas emissions with minor ash and ash plumes that rose 800-3,000 m above Popocatépetl's crater and drifted west, southwest, and west-southwest. On most nights incandescence was observed, increasing during times with larger emissions.",incandescence is related to most nights,BS
"3 April 2016: Popocatépetl erupted, spewing lava, ash and rock.",Popocatépetl is related to lava,MS
"Angelino Giovanni Lomellini, Venetian podestà of Pera who wrote a report dated 24 June 1453",Angelino Giovanni Lomellini is related to Pera,GN
"Benvenuto, Anconitan consul in Constantinople",Benvenuto is related to Constantinople,GN
"Ubertino Puscolo, Italian poet learning Greek in the city, wrote an epic poem",Ubertino Puscolo is related to epic poem,MS
"Paolo Dotti, Venetian official on Crete whose account is based on oral reports",Paolo Dotti is related to Crete,MS
"Nikolaos Sekoundinos, read a report before the Venetian Senate, the Pope and the Neapolitan court",Nikolaos Sekoundinos is related to Venetian Senate,BN
"Nikolaos Sekoundinos, read a report before the Venetian Senate, the Pope and the Neapolitan court",Nikolaos Sekoundinos is related to Pope,BN
"Electrical transmission, more commonly called pods, where an electric motor is fitted in the pod itself, connected directly to the propeller without gears. The electricity is produced by an onboard engine, usually diesel or gas turbine. Invented in 1955 by Friedrich W. Pleuger and Friedrich Busmann (Pleuger Unterwasserpumpen GmbH), ABB Group's Azipod was the first product using this technology.",Friedrich W. Pleuger is related to ABB Group,MN
"Electrical transmission, more commonly called pods, where an electric motor is fitted in the pod itself, connected directly to the propeller without gears. The electricity is produced by an onboard engine, usually diesel or gas turbine. Invented in 1955 by Friedrich W. Pleuger and Friedrich Busmann (Pleuger Unterwasserpumpen GmbH), ABB Group's Azipod was the first product using this technology.",ABB Group is related to Azipod,MS
"Electrical transmission, more commonly called pods, where an electric motor is fitted in the pod itself, connected directly to the propeller without gears. The electricity is produced by an onboard engine, usually diesel or gas turbine. Invented in 1955 by Friedrich W. Pleuger and Friedrich Busmann (Pleuger Unterwasserpumpen GmbH), ABB Group's Azipod was the first product using this technology.",electric motor is related to propeller,MN
"Electrical transmission, more commonly called pods, where an electric motor is fitted in the pod itself, connected directly to the propeller without gears. The electricity is produced by an onboard engine, usually diesel or gas turbine. Invented in 1955 by Friedrich W. Pleuger and Friedrich Busmann (Pleuger Unterwasserpumpen GmbH), ABB Group's Azipod was the first product using this technology.",ABB Group is related to Azipod,MS
"In 2006, IGN ranked Warren 11th in their 'Top 25 X-Men' list.",IGN is related to 2006,BS
"In 2006, IGN ranked Warren 11th in their 'Top 25 X-Men' list.",IGN is related to Warren 11th,BS
"In 2014, Entertainment Weekly ranked Warren 40th in their 'Let's rank every X-Man ever' list.",Entertainment Weekly is related to 2014,BS
"In 2016, ComicsAlliance ranked Warren 75th in their '100 Greatest X-Men of All Time' list.",ComicsAlliance is related to 2016,BS
"In 2016, ComicsAlliance ranked Warren 75th in their '100 Greatest X-Men of All Time' list.",ComicsAlliance is related to Warren 75th,BS
"In 2019, CBR.com ranked Warren 4th in their 'X-Men: The 5 Deadliest Members Of The Hellfire Club (& The 5 Weakest)' list.",CBR.com is related to Warren 4th,BS
"In 2019, CBR.com ranked Warren 4th in their 'X-Men: The 5 Deadliest Members Of The Hellfire Club (& The 5 Weakest)' list.",CBR.com is related to 2019,BS
"In 2019, CBR.com ranked Warren 4th in their 'X-Men: The 5 Deadliest Members Of The Hellfire Club (& The 5 Weakest)' list.",CBR.com is related to Warren 4th,BS
"In 2022, CBR.com ranked Warren 9th in their '10 Most Terrifying X-Men' list and10th in their '10 Greatest X-Men, Ranked By Courage' list.",CBR.com is related to 2022,BS
"In 2022, CBR.com ranked Warren 9th in their '10 Most Terrifying X-Men' list and10th in their '10 Greatest X-Men, Ranked By Courage' list.",CBR.com is related to Warren 9th,BS
"Warren Worthington III as Angel appears in Spider-Man and His Amazing Friends, voiced by William Callaway.",Angel is related to William Callaway,MN
"Warren Worthington III as Archangel appears in X-Men: The Animated Series, voiced by Stephen Ouimette. This version is unaffiliated with the X-Men. He goes to a scientist who claims to be able to cure genetic mutations, but realizes too late that it was Mystique, who brainwashes him into becoming Apocalypse's Horseman of Death. Under Apocalypse's control, Worthington battles the X-Men before Rogue absorbs his dark side. Following this, Worthington sets out on a quest to get revenge on Apocalypse, with Rogue joining him in the hopes of dissuading him. Along the way, Worthington learns that he will join the X-Men in the future.",Worthington is related to X-Men,BN
"Warren Worthington III as Angel appears in X-Men: Evolution, voiced by Mark Hildreth, This version is a young multi-billionaire who donned a costume and mask to perform heroic deeds in New York City until his actions draw Magneto's attention. Worthington would later join the X-Men and aid in their fight against Apocalypse.",Worthington is related to X-Men,BN
"Warren Worthington III as Angel and Archangel appears in Wolverine and the X-Men, voiced by Liam O'Brien. This version is a member of the X-Men as Angel until the Mutant Response Division damage his wings, forcing Worthington to seek out Mister Sinister, who converts him into Archangel and recruits the former into his Marauders.",Warren Worthington III is related to Wolverine,MN
"Warren Worthington III as Angel and Archangel appears in Wolverine and the X-Men, voiced by Liam O'Brien. This version is a member of the X-Men as Angel until the Mutant Response Division damage his wings, forcing Worthington to seek out Mister Sinister, who converts him into Archangel and recruits the former into his Marauders.",Warren Worthington III is related to Liam O'Brien,MN
"Warren Worthington III as Angel and Archangel appears in Wolverine and the X-Men, voiced by Liam O'Brien. This version is a member of the X-Men as Angel until the Mutant Response Division damage his wings, forcing Worthington to seek out Mister Sinister, who converts him into Archangel and recruits the former into his Marauders.",Worthington is related to Mister Sinister,MN
Warren Worthington III as Archangel appears in the Marvel Anime: X-Men episode 'Destiny'.[citation needed],Warren Worthington III is related to Marvel Anime,MS
A viral marketing website for X-Men: Days of Future Past shows that Angel was killed in 2011 by the Sentinels during a mutant protest march against the Sentinel program.,Angel is related to Sentinels,MN
"Warren Worthington III as Angel and Archangel appear in X-Men: Apocalypse, portrayed by Ben Hardy. This version's wings possess sharp talons and initially works as a cage fighter before he is injured by Nightcrawler and transformed into Archangel by Apocalypse. In his new form, Worthington battles Nightcrawler once more until the former is knocked unconscious by a crashing airplane.",Warren Worthington III is related to X-Men,MS
"André Sogliuzzo is credited as Angel in X-Men Legends, but the character does not appear in the game.[citation needed] Despite this, the character's model files and icons exist in the game's assets.[citation needed]",André Sogliuzzo is related to Angel,GS
"Warren Worthington III as Angel and Archangel appears in X-Men Legends II: Rise of Apocalypse, voiced by Dave Wittenberg. He serves as a scout for the X-Men until Apocalypse captures him and tasks Mister Sinister with turning him into Archangel.",Apocalypse is related to Archangel,BN
"Warren Worthington III as Angel and Archangel appears in X-Men Legends II: Rise of Apocalypse, voiced by Dave Wittenberg. He serves as a scout for the X-Men until Apocalypse captures him and tasks Mister Sinister with turning him into Archangel.",Apocalypse is related to Mister Sinister,BN
"Warren Worthington III as Angel and Archangel appears in X-Men Legends II: Rise of Apocalypse, voiced by Dave Wittenberg. He serves as a scout for the X-Men until Apocalypse captures him and tasks Mister Sinister with turning him into Archangel.",Rise is related to Dave Wittenberg,BS
Warren Worthington III as Angel appears in Magneto's ending in Marvel vs. Capcom 3: Fate of Two Worlds.,Magneto is related to Marvel,MN
Warren Worthington III as Archangel appears in Deadpool's ending in Ultimate Marvel vs. Capcom 3.[citation needed] This version is a member of X-Force.,Deadpool is related to Ultimate Marvel,BN
Warren Worthington III as Angel appears in the novelization of X-Men: The Last Stand. He joins forces with the X-Men to protect Alcatraz Island from the Brotherhood of Mutants.,Warren Worthington III is related to novelization,MN
Warren Worthington III as Angel appears in the novelization of X-Men: The Last Stand. He joins forces with the X-Men to protect Alcatraz Island from the Brotherhood of Mutants.,X-Men is related to Alcatraz Island,MS
"Gabe Liedman as Joey, Donna and Nellie's friend, who is also a comedian",Gabe Liedman is related to Joey,GS
Slot 23 (17 September 1990 – 30 April 1994),Slot 23 is related to 30 April 1994,MN
Planed Plant Bach (14 October 1998 – 22 April 2008),Planed Plant Bach is related to April 2008,BN
"Anton C. Krembs, politician and businessman, lived in Park Ridge.",Anton C. Krembs is related to Park Ridge,GS
2006 – Texas To Cali EP (Uniform Recordings),Texas is related to EP,BS
2006 – Texas To Cali EP (Uniform Recordings),Texas is related to Uniform Recordings,BS
"Ratneshwari Aai Temple, Jaskhar Uran: Ratneshwari Aai Temple is very famous in Jaskhar Village of Uran Taluka.",Ratneshwari Aai Temple is related to Jaskhar Village,GS
"Mankeshwar Temple Uran: One of the temples in Uran, located right next to Mankeshwar beach, Kegoan. Dedicated to Lord Shiva, annual festival celebrated here in the month of November.[citation needed]",Mankeshwar Temple Uran is related to Kegoan,GN
"Mankeshwar Temple Uran: One of the temples in Uran, located right next to Mankeshwar beach, Kegoan. Dedicated to Lord Shiva, annual festival celebrated here in the month of November.[citation needed]",Mankeshwar Temple Uran is related to Mankeshwar beach,GN
"Vinayak Temple Kegoan, Uran: located in Kegoan. Dedicated to Lord Ganesha. Very old temple constructed by Peshwas (recently refurbished).[when?] A small Hanuman Temple is directly opposite to the Ganesha Temple. A well and a pond adds to the scenery. History of this temple dates back to 1365 according to sources.",temple is related to Peshwas,GN
Bryan Ferry – lead vocals; keyboards; guitar synthesizer,Bryan Ferry is related to vocals,GS
"Studio Nine, was used for Central News",Studio Nine is related to Central News,GN
The Prince of Orange as Captain-General of the Union's Army and Admiral-General of the Navy.,Union is related to Army,MN
"Herbert H. Rowen, John de Witt, grand pensionary of Holland, 1625-1672. Princeton, N.J.: Princeton University Press, 1978, which is summarised in",Herbert H. Rowen is related to Holland,MN
"Herbert H. Rowen, The princes of Orange: the stadholders in the Dutch Republic. Cambridge and New York: Cambridge University Press, 1988.",Herbert H. Rowen is related to Orange,BS
"Reynolds, Clark G. Navies in History. Annapolis: Naval Institute Press, 1998",Reynolds is related to History,BS
"Reynolds, Clark G. Navies in History. Annapolis: Naval Institute Press, 1998",Clark G. Navies is related to History,BS
"Nina Nedelykov, Pedro Moreira (eds.): Zurück am Wannsee. Max Liebermanns Sommerhaus. Transit Buchverlag: Berlin 2003; ISBN 3-88747-181-4 (in German)",Zurück is related to Wannsee,BN
"Ingo Krüger, Landhäuser und Villen in Berlin & Potsdam - Nr. 3: Großer Wannsee, Colonie Alsen, Villa Liebermann. Delmenhorst: Aschenbeck & Holstein (2005) (in German)",Delmenhorst is related to German,BS
"Ingo Krüger, Landhäuser und Villen in Berlin & Potsdam - Nr. 3: Großer Wannsee, Colonie Alsen, Villa Liebermann. Delmenhorst: Aschenbeck & Holstein (2005) (in German)",Ingo Krüger is related to Berlin,BS
"In 2009, Chief Justice John Roberts, while administering the oath to Barack Obama, incorrectly recited part of the oath. Roberts prompted, 'That I will execute the Office of President to the United States faithfully.' Obama stopped at 'execute,' and waited for Roberts to correct himself. Roberts, after a false start, then followed Obama's 'execute' with 'faithfully,' which results in 'execute faithfully,' which is also incorrect. Obama then repeated Roberts' initial, incorrect prompt, with the word 'faithfully' after 'United States.' The oath was re-administered the next day by Roberts at the White House.",Roberts is related to Obama,BN
"January 1930: The grass airfield and large hangar were completed. The first passenger charter flight occurred. Barton was managed until 1933 by Northern Air Lines, who based several Avro 504s and other types for training, club and charter flights.",Barton is related to Northern Air Lines,GN
"Summer 1930: Imperial Airways operated a thrice-weekly scheduled service to London's Croydon Airport via Castle Bromwich Aerodrome, Birmingham, subsidised by the councils of Manchester, Liverpool and Birmingham. This service was timed to fly north from Croydon in the evening and to return south next morning, in order to provide connections to and from European airports from Croydon.",Imperial Airways is related to Castle Bromwich Aerodrome,MN
"Summer 1930: Imperial Airways operated a thrice-weekly scheduled service to London's Croydon Airport via Castle Bromwich Aerodrome, Birmingham, subsidised by the councils of Manchester, Liverpool and Birmingham. This service was timed to fly north from Croydon in the evening and to return south next morning, in order to provide connections to and from European airports from Croydon.",Imperial Airways is related to Birmingham,MN
"Summer 1930: Imperial Airways operated a thrice-weekly scheduled service to London's Croydon Airport via Castle Bromwich Aerodrome, Birmingham, subsidised by the councils of Manchester, Liverpool and Birmingham. This service was timed to fly north from Croydon in the evening and to return south next morning, in order to provide connections to and from European airports from Croydon.",Imperial Airways is related to Castle Bromwich Aerodrome,MN
"Summer 1930: Imperial Airways operated a thrice-weekly scheduled service to London's Croydon Airport via Castle Bromwich Aerodrome, Birmingham, subsidised by the councils of Manchester, Liverpool and Birmingham. This service was timed to fly north from Croydon in the evening and to return south next morning, in order to provide connections to and from European airports from Croydon.",London is related to Croydon Airport,GS
"Summer 1930: Imperial Airways operated a thrice-weekly scheduled service to London's Croydon Airport via Castle Bromwich Aerodrome, Birmingham, subsidised by the councils of Manchester, Liverpool and Birmingham. This service was timed to fly north from Croydon in the evening and to return south next morning, in order to provide connections to and from European airports from Croydon.",Imperial Airways is related to Birmingham,MN
1946: Lancashire Aero Club moved from Woodford Aerodrome to Barton and remain based there until 2007.,Lancashire Aero Club is related to 2007,BS
"TreeFolks empowers central Texans to build stronger communities through planting and caring for trees. Since 1989, TreeFolks has planted over 1.5 million trees in parks, neighborhoods, and natural areas throughout central Texas.",TreeFolks is related to Texas,MN
"Cooling the Earth by functioning as carbon sinks, and adding water vapor to the atmosphere and thereby increasing cloudiness.",Earth is related to water vapor,BN
the Valencia International Piano Competition Prize Iturbi commenced in 1981 and is often known as the José Iturbi International Piano Competition.,Valencia International Piano Competition Prize Iturbi is related to José Iturbi International Piano Competition,GS
the Valencia International Piano Competition Prize Iturbi commenced in 1981 and is often known as the José Iturbi International Piano Competition.,Valencia International Piano Competition Prize Iturbi is related to 1981,GN
the José Iturbi International Music Competition commenced in 2007 and awards prizes for pianists and opera singers.,José Iturbi International Music Competition is related to 2007,MS
"Kinyongia asheorum (Nečas et al., 2009) – Mount Nyiro bearded chameleon",Kinyongia asheorum is related to 2009,BS
"Kinyongia fischeri (Reichenow, 1887) – Fischer's chameleon",Fischer is related to chameleon,MN
Balacion - a large outrigger sailboat of the Tagalog people in Laguna with three tanja sails.,Tagalog people is related to Laguna,BN
Guilalo - a large outrigger cargo ship of the Tagalog people in Cavite. Characterized by two large settee sails.,Tagalog people is related to Cavite,BN
Owong - small dugout canoes used in Lake Sebu by the T'boli people.,dugout canoes is related to Lake Sebu,MN
Owong - small dugout canoes used in Lake Sebu by the T'boli people.,dugout canoes is related to T'boli people,MN
"Pump boat - corrupted into pambot or pombot, a general term for motorized small bangka.",Pump boat is related to pambot,MS
Dirty Circus - 'Into the Sun' from Alive and Well (2010),Alive is related to 2010,BN
Lights - 'Everybody Breaks a Glass' and 'Flux and Flow' from Siberia (2011),Everybody is related to 2011,BS
Lights - 'Everybody Breaks a Glass' and 'Flux and Flow' from Siberia (2011),Everybody is related to Siberia,BS
'Uncle Wiggily in Connecticut',Uncle Wiggily is related to Connecticut,BS
